pecha_text_id,id,text_id
xsd3isLUD8rnemu3eDIwt,f5875ead-9c56-4adc-ac02-99344d08e69b,221590bb-c455-490b-a378-275a1a63fe93
gmbkRhXRRAp8A7EdVGGQ0,7ac21c22-7844-42d1-bcaf-980e6580237e,0e1bcd83-1433-4d69-a17e-4ef55ce4b31c
gS032AjwID05bJaaFgpv0,b810e64a-2192-498c-bf4e-2ed924689b70,d80c2c45-65be-4e9c-8f55-739bfe224d0d
ZbAzGb0qM7dXkHXvmvECQ,188a0568-9b0c-4dfd-b2a3-4b98e4cc1160,45abe426-702b-473f-b58a-db236148646a
8W5200B7GYKLPls2MJQ4k,9184e280-d20f-4be3-8af1-3028e0594d61,c91ebe18-263d-4013-8c33-1cadda4e5340
bTtFmDDHKObwR5QVSNceT,0bb02cd4-60cb-4920-8ddb-7e5c0c832567,455392c6-07e3-4544-9943-718daba82138
IQrKlvmYPYRvXYqseJ8bz,e9133bd5-3b83-4849-ad69-a7a8631632b9,64160189-432d-40ee-a5f0-545680d99bc8
obYdjG0utnXH38LpUHA0S,3437aa17-67ae-456b-b6ca-172446be2036,a5a347df-ddf2-40e4-a367-addf1213a31d
7JKBRIIuxQ23lSfKV8G5X,bd57d46a-bd20-493e-a492-828d1cd318ff,65d757d6-b470-44f6-a81c-764125a1d3e7
9osq0wtz9rmuVp2TcXTCs,0b8721b9-7334-43e2-88cc-0bee70570b2d,37dee477-43fe-427a-ab89-12af4538a7c9
VBQy9TowZTNUEdXK36j0a,384264e8-5a4a-45fb-b71c-013c57fcf4cb,31e8a86b-32ba-4d56-bd2e-0667eee87de2
8q4j6qBE7YTTXZnNIrbwy,a3dad920-75e8-43fb-84c1-171db8eba73e,9ecfbb78-582f-45a9-b748-f31a032b6058
Eesa23CmXF8rp8ak48OcH,2344bce2-df6c-4631-b2a0-69eaaf338030,5bc00d05-740b-4a98-b0b8-e178d6dd1efb
Gyh9J4kMX9EgTz63z5257,0aba8edf-f0a9-43d4-86b2-0f85ded444b1,ff40d525-6452-4236-b190-c51a52be2aa6
XfU7wTE9ffBw2TigC05F9,2161867d-4b47-4921-b8df-4172d95cfabf,a41c671f-e6c3-4532-ba91-2ac9004bfcbb
o4RHsifDobkDGDOnonodE,6800f2d6-3181-4fba-af4d-3f6252cfb7fa,4a054b27-e581-457d-82f7-c6c376c083ae
p3eJu8AtZoncUMhIaqF8X,74ed1a81-2697-4a06-ac7b-4f24c2814bcd,87e236c1-250d-4198-99de-efd89ec20967
wiOUohZJgGjoXNrhtKpzp,0c120afe-52f2-40dc-bc53-3b7de401f43a,929990c5-c7cc-4cb8-87fb-b4f4b3a6bf61
W3JxjXuRvYOl8wBm2sHhL,fdffdae2-d7aa-4603-a0a9-814a11d570b0,e75618ef-78a9-44a1-81d1-ff2a451182cc
svipiGzVrA4XxBU5dubsR,2b42695c-9758-49df-a691-218a21de04ff,229d5b29-58dd-40cb-a870-18896adfe339
ZvmUQNf34c90p8OSH1SM0,f9e3083a-16c4-488f-b4f3-ee5097de0dc5,07820f82-dd48-43cf-a111-74834f9d933f
ViwvQDo7kzPw0cITBrosU,1175948d-1fc6-4bce-a233-d652fd3c86eb,ae1afa3b-2571-41de-804d-b0231fd6ca29
fwTWMASPUvVxUcJKiFagx,cbb188ed-3a9c-4d30-aea7-f0ff0827d353,f476f9fb-8aef-492f-82ff-47356b1a0cdf
ZI9cEw1fg63oWl2Hz7ZdD,16ee0412-787f-4965-9b9f-58612774c173,ceb52304-5715-4545-ade2-aa75a4ede3ff
CqyxIWxwJ3a2ZE53So3E9,25cca222-1807-43e7-a489-88d6d9511ca1,6da2f0af-bcc9-48cf-b2a9-f8bf4d0d903d
CedeEez7m4dMCsudzT0Ky,6063d238-66fe-4836-8f6f-f28db61057af,c78a0df6-98a1-482c-9109-7f5aa02f7ef5
T4pPve4cYw16sN45sG2X7,06c8a3f8-701b-4012-b2a2-5ab5da2663ca,7e641a37-a06b-4f39-a007-b7edc6e30db2
jmbEuTjIztkKu7oLQYyxf,da24386d-de48-435a-b54e-0a25bf92d341,152b1d09-5e74-44e8-b255-2d65f3790159
lXUZX1Rs4yUqkVWwA2c1w,9a8750d7-632c-40db-be93-9df0081d80eb,1682d4ab-1a5c-419d-9667-1a2c52546f29
qr697603kcPyb2xqfn2kn,96eb74f2-7107-4bd0-ba53-41673144d770,d5f58713-ec72-4750-8c02-c75c03b653e6
70kzXHNQC1fogqFzxcvsy,ac84f6af-1f04-466b-8f0e-663682cd6398,b5f1310a-6173-4f4d-8a7f-01db60c399bb
csj6SjaxhIg1ecORfLASD,76e21ede-67b4-4b92-84d3-e05fa833d23c,32037410-d71b-481e-a879-821e90cfbdfb
E31Vs82Addl7zQVuueQhg,8155cdc2-9d01-4354-9854-b179f9e82166,3bae5e1e-b876-4dbe-b80b-58557a4fdde8
UzCONnOldUEW8WuJreccX,2eadaf5e-2953-4d1c-8d88-1784d16df5bb,7c4d949d-793d-4bef-b851-933c39d047e9
LIAPd8i3uTacoZix8pOY9,d66aa97f-0ad0-4404-8671-c39f83c39672,9ee74745-e074-4fa1-802d-528125455b46
zvPwfqs8RiBHniF2J2Od9,aab9198e-ebfc-4003-8539-66bcbc4a91e8,5620b1c3-6df1-44d2-9ac0-db702b550879
1n4HHGZeazqgmXmoiyjpH,abe447c8-05ab-4e78-a06d-570b07c39549,c3ad63af-b5ad-4ef6-aa14-2a467c07ba0e
Dx9JPljjkS4hGTT6ptg74,a7889be5-d9bf-4e31-9a8e-03d1e73f0906,6506f4ac-2c20-40a4-b297-61c6a1466ce1
fJ3iIfDy7bLiaEBfHVas8,e74e51f9-d6c6-4b24-80d4-927501d308bf,90312084-484c-4d1b-8770-9adcd95c4a63
KamlHZluLGDPN7Fk9l9e5,50619d0f-0852-4709-b927-d9024c4dc86d,01a1e8f3-f533-4710-8f40-34489a2c1103
